GO_0000237,"leptotene",GO_0098764,0
GO_0000238,"zygotene",GO_0098764,0
GO_0000239,"pachytene",GO_0098764,0
GO_0000240,"diplotene",GO_0098764,0
GO_0000241,"diakinesis",GO_0098764,0
GO_0000244,"spliceosomal tri-snRNP complex assembly",GO_0000387,0
GO_0000245,"spliceosomal complex assembly",GO_0022618,0
GO_0000255,"allantoin metabolic process",GO_0043603,0
GO_0000255,"allantoin metabolic process",GO_0046483,0
GO_0000255,"allantoin metabolic process",GO_1901360,0
GO_0000255,"allantoin metabolic process",GO_1901564,0
GO_0000256,"allantoin catabolic process",GO_0000255,0
GO_0000256,"allantoin catabolic process",GO_0043605,0
GO_0000256,"allantoin catabolic process",GO_0046700,0
GO_0000256,"allantoin catabolic process",GO_1901361,0
GO_0000256,"allantoin catabolic process",GO_1901565,0
GO_0000266,"mitochondrial fission",GO_0007005,0
GO_0000266,"mitochondrial fission",GO_0048285,0
GO_0000270,"peptidoglycan metabolic process",GO_0030203,0
GO_0000271,"polysaccharide biosynthetic process",GO_0005976,0
GO_0000271,"polysaccharide biosynthetic process",GO_0009059,0
GO_0000271,"polysaccharide biosynthetic process",GO_0016051,0
GO_0000272,"polysaccharide catabolic process",GO_0005976,0
GO_0000272,"polysaccharide catabolic process",GO_0009057,0
GO_0000272,"polysaccharide catabolic process",GO_0016052,0
GO_0000278,"mitotic cell cycle",GO_0007049,0
GO_0000279,"M phase",GO_0022403,0
GO_0000280,"nuclear division",GO_0048285,0
GO_0000281,"mitotic cytokinesis",GO_0061640,0
GO_0000281,"mitotic cytokinesis",GO_1903047,0
GO_0000282,"cellular bud site selection",GO_0030010,0
GO_0000282,"cellular bud site selection",GO_1903047,0
GO_0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",GO_0000956,0
GO_0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",GO_0061157,0
GO_0000289,"nuclear-transcribed mRNA poly(A) tail shortening",GO_0000956,0
GO_0000290,"deadenylation-dependent decapping of nuclear-transcribed mRNA",GO_0000956,0
GO_0000290,"deadenylation-dependent decapping of nuclear-transcribed mRNA",GO_0110156,0
GO_0000291,"nuclear-transcribed mRNA catabolic process, exonucleolytic",GO_0000956,0
GO_0000292,"RNA fragment catabolic process",GO_0006401,0
GO_0000294,"nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay",GO_0000956,0
GO_0000296,"spermine transport",GO_0006812,0
GO_0000296,"spermine transport",GO_0015846,0
GO_0000301,"retrograde transport, vesicle recycling within Golgi",GO_0006891,0
GO_0000302,"response to reactive oxygen species",GO_0006979,0
GO_0000302,"response to reactive oxygen species",GO_1901700,0
GO_0000303,"response to superoxide",GO_0000305,0
GO_0000304,"response to singlet oxygen",GO_0000302,0
GO_0000304,"response to singlet oxygen",GO_0010035,0
GO_0000305,"response to oxygen radical",GO_0000302,0
GO_0000305,"response to oxygen radical",GO_0010035,0
GO_0000316,"sulfite transport",GO_0015698,0
GO_0000316,"sulfite transport",GO_0072348,0
GO_0000320,"re-entry into mitotic cell cycle",GO_0022402,0
GO_0000321,"re-entry into mitotic cell cycle after pheromone arrest",GO_0000320,0
GO_0000321,"re-entry into mitotic cell cycle after pheromone arrest",GO_0000754,0
GO_0000335,"negative regulation of transposition, DNA-mediated",GO_0000337,0
GO_0000335,"negative regulation of transposition, DNA-mediated",GO_0010529,0
GO_0000335,"negative regulation of transposition, DNA-mediated",GO_0045910,0
GO_0000336,"positive regulation of transposition, DNA-mediated",GO_0000337,0
GO_0000336,"positive regulation of transposition, DNA-mediated",GO_0010530,0
GO_0000336,"positive regulation of transposition, DNA-mediated",GO_0045911,0
GO_0000337,"regulation of transposition, DNA-mediated",GO_0000018,0
GO_0000337,"regulation of transposition, DNA-mediated",GO_0010528,0
GO_0000338,"protein deneddylation",GO_0070646,0
GO_0000348,"mRNA branch site recognition",GO_0022618,0
GO_0000349,"generation of catalytic spliceosome for first transesterification step",GO_0022618,0
GO_0000350,"generation of catalytic spliceosome for second transesterification step",GO_0022618,0
GO_0000352,"trans assembly of SL-containing precatalytic spliceosome",GO_0022618,0
GO_0000353,"formation of quadruple SL/U4/U5/U6 snRNP",GO_0022618,0
GO_0000354,"cis assembly of pre-catalytic spliceosome",GO_0022618,0
GO_0000365,"mRNA trans splicing, via spliceosome",GO_0000398,0
GO_0000366,"intergenic mRNA trans splicing",GO_0000365,0
GO_0000366,"intergenic mRNA trans splicing",GO_0000380,0
GO_0000372,"Group I intron splicing",GO_0000376,0
GO_0000373,"Group II intron splicing",GO_0000377,0
GO_0000374,"Group III intron splicing",GO_0000377,0
GO_0000375,"RNA splicing, via transesterification reactions",GO_0008380,0
GO_0000376,"RNA splicing, via transesterification reactions with guanosine as nucleophile",GO_0000375,0
GO_0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",GO_0000375,0
GO_0000378,"RNA exon ligation",GO_0016070,0
GO_0000379,"tRNA-type intron splice site recognition and cleavage",GO_0006396,0
GO_0000380,"alternative mRNA splicing, via spliceosome",GO_0000398,0
GO_0000381,"regulation of alternative mRNA splicing, via spliceosome",GO_0048024,0
GO_0000387,"spliceosomal snRNP assembly",GO_0022618,0
GO_0000388,"spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)",GO_0022618,0
GO_0000389,"mRNA 3'-splice site recognition",GO_0006376,0
GO_0000390,"spliceosomal complex disassembly",GO_0032988,0
GO_0000393,"spliceosomal conformational changes to generate catalytic conformation",GO_0022618,0
GO_0000394,"RNA splicing, via endonucleolytic cleavage and ligation",GO_0008380,0
GO_0000395,"mRNA 5'-splice site recognition",GO_0006376,0
GO_0000398,"mRNA splicing, via spliceosome",GO_0000377,0
GO_0000398,"mRNA splicing, via spliceosome",GO_0006397,0
GO_0000409,"regulation of transcription by galactose",GO_0006355,0
GO_0000410,"carbon catabolite repression of transcription by galactose",GO_0000409,0
GO_0000410,"carbon catabolite repression of transcription by galactose",GO_0045013,0
GO_0000411,"positive regulation of transcription by galactose",GO_0000409,0
GO_0000411,"positive regulation of transcription by galactose",GO_0045991,0
GO_0000412,"histone peptidyl-prolyl isomerization",GO_0000413,0
GO_0000412,"histone peptidyl-prolyl isomerization",GO_0016570,0
GO_0000413,"protein peptidyl-prolyl isomerization",GO_0018208,0
GO_0000414,"regulation of histone H3-K36 methylation",GO_0031060,0
GO_0000415,"negative regulation of histone H3-K36 methylation",GO_0000414,0
GO_0000415,"negative regulation of histone H3-K36 methylation",GO_0031061,0
GO_0000416,"positive regulation of histone H3-K36 methylation",GO_0000414,0
GO_0000416,"positive regulation of histone H3-K36 methylation",GO_0031062,0
GO_0000422,"autophagy of mitochondrion",GO_0006914,0
GO_0000422,"autophagy of mitochondrion",GO_0061726,0
GO_0000423,"mitophagy",GO_0000422,0
GO_0000423,"mitophagy",GO_0061912,0
GO_0000424,"micromitophagy",GO_0000422,0
GO_0000424,"micromitophagy",GO_0016237,0
GO_0000425,"pexophagy",GO_0030242,0
GO_0000425,"pexophagy",GO_0061912,0
GO_0000426,"micropexophagy",GO_0016237,0
GO_0000426,"micropexophagy",GO_0030242,0
GO_0000429,"carbon catabolite regulation of transcription from RNA polymerase II promoter",GO_0006357,0
GO_0000429,"carbon catabolite regulation of transcription from RNA polymerase II promoter",GO_0045990,0
GO_0000430,"regulation of transcription from RNA polymerase II promoter by glucose",GO_0000429,0
GO_0000430,"regulation of transcription from RNA polymerase II promoter by glucose",GO_0046015,0
GO_0000431,"regulation of transcription from RNA polymerase II promoter by galactose",GO_0000409,0
GO_0000431,"regulation of transcription from RNA polymerase II promoter by galactose",GO_0000429,0
GO_0000432,"positive regulation of transcription from RNA polymerase II promoter by glucose",GO_0000430,0
GO_0000432,"positive regulation of transcription from RNA polymerase II promoter by glucose",GO_0000436,0
GO_0000432,"positive regulation of transcription from RNA polymerase II promoter by glucose",GO_0046016,0
GO_0000433,"carbon catabolite repression of transcription from RNA polymerase II promoter by glucose",GO_0045014,0
GO_0000433,"carbon catabolite repression of transcription from RNA polymerase II promoter by glucose",GO_0061987,0
GO_0000434,"carbon catabolite repression of transcription from RNA polymerase II promoter by galactose",GO_0000410,0
GO_0000434,"carbon catabolite repression of transcription from RNA polymerase II promoter by galactose",GO_0000431,0
GO_0000434,"carbon catabolite repression of transcription from RNA polymerase II promoter by galactose",GO_0000437,0
GO_0000435,"positive regulation of transcription from RNA polymerase II promoter by galactose",GO_0000411,0
GO_0000435,"positive regulation of transcription from RNA polymerase II promoter by galactose",GO_0000431,0
GO_0000435,"positive regulation of transcription from RNA polymerase II promoter by galactose",GO_0000436,0
GO_0000436,"carbon catabolite activation of transcription from RNA polymerase II promoter",GO_0000429,0
GO_0000436,"carbon catabolite activation of transcription from RNA polymerase II promoter",GO_0045944,0
GO_0000436,"carbon catabolite activation of transcription from RNA polymerase II promoter",GO_0045991,0
GO_0000437,"carbon catabolite repression of transcription from RNA polymerase II promoter",GO_0000122,0
GO_0000437,"carbon catabolite repression of transcription from RNA polymerase II promoter",GO_0000429,0
GO_0000437,"carbon catabolite repression of transcription from RNA polymerase II promoter",GO_0045013,0
GO_0000447,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO_0000479,0
GO_0000448,"cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO_0000479,0
GO_0000449,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)",GO_0000478,0
GO_0000450,"cleavage of bicistronic rRNA transcript (SSU-rRNA, LSU-rRNA)",GO_0000478,0
GO_0000451,"rRNA 2'-O-methylation",GO_0031167,0
GO_0000452,"snoRNA guided rRNA 2'-O-methylation",GO_0000451,0
GO_0000453,"enzyme-directed rRNA 2'-O-methylation",GO_0000451,0
GO_0000454,"snoRNA guided rRNA pseudouridine synthesis",GO_0031118,0
GO_0000455,"enzyme-directed rRNA pseudouridine synthesis",GO_0031118,0
GO_0000457,"endonucleolytic cleavage between SSU-rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)",GO_0000449,0
GO_0000458,"endonucleolytic cleavage between LSU-rRNA and 5S rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)",GO_0000449,0
GO_0000459,"exonucleolytic trimming involved in rRNA processing",GO_0000469,0
GO_0000459,"exonucleolytic trimming involved in rRNA processing",GO_0090503,0
GO_0000460,"maturation of 5.8S rRNA",GO_0006364,0
GO_0000461,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO_0000479,0
GO_0000461,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO_0031125,0
GO_0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO_0030490,0
GO_0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO_0000470,0
GO_0000464,"endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO_0000479,0
GO_0000465,"exonucleolytic trimming to generate mature 5'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO_0000459,0
GO_0000465,"exonucleolytic trimming to generate mature 5'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO_0000967,0
GO_0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO_0000460,0
GO_0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO_0000459,0
GO_0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO_0031125,0
GO_0000468,"generation of mature 3'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO_0031125,0
GO_0000469,"cleavage involved in rRNA processing",GO_0090501,0
GO_0000470,"maturation of LSU-rRNA",GO_0006364,0
GO_0000471,"endonucleolytic cleavage in 3'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO_0000479,0
GO_0000472,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO_0000479,0
GO_0000472,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO_0000967,0
GO_0000473,"maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)",GO_0000470,0
GO_0000474,"maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)",GO_0030490,0
GO_0000475,"maturation of 2S rRNA",GO_0006364,0
GO_0000476,"maturation of 4.5S rRNA",GO_0006364,0
GO_0000477,"generation of mature 5'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO_0000469,0
GO_0000477,"generation of mature 5'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO_0000967,0
GO_0000478,"endonucleolytic cleavage involved in rRNA processing",GO_0000469,0
GO_0000478,"endonucleolytic cleavage involved in rRNA processing",GO_0090502,0
GO_0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO_0000478,0
GO_0000480,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO_0000479,0
GO_0000481,"maturation of 5S rRNA",GO_0006364,0
GO_0000482,"maturation of 5S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO_0000481,0
GO_0000483,"endonucleolytic cleavage of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)",GO_0000478,0
GO_0000484,"cleavage between SSU-rRNA and 5.8S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)",GO_0000483,0
GO_0000485,"cleavage between 2S rRNA and LSU-rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)",GO_0000483,0
GO_0000486,"cleavage between 5.8S rRNA and 2S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)",GO_0000483,0
GO_0000487,"maturation of 5.8S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)",GO_0000460,0
GO_0000488,"maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)",GO_0000470,0
GO_0000489,"maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)",GO_0030490,0
GO_0000491,"small nucleolar ribonucleoprotein complex assembly",GO_0022618,0
GO_0000492,"box C/D snoRNP assembly",GO_0000491,0
GO_0000493,"box H/ACA snoRNP assembly",GO_0000491,0
GO_0000494,"box C/D RNA 3'-end processing",GO_0031126,0
GO_0000494,"box C/D RNA 3'-end processing",GO_0034963,0
GO_0000495,"box H/ACA RNA 3'-end processing",GO_0031126,0
GO_0000495,"box H/ACA RNA 3'-end processing",GO_0034964,0
GO_0000578,"embryonic axis specification",GO_0009798,0
GO_0000578,"embryonic axis specification",GO_0009880,0
GO_0000705,"achiasmate meiosis I",GO_0007127,0
GO_0000706,"meiotic DNA double-strand break processing",GO_0000729,0
GO_0000706,"meiotic DNA double-strand break processing",GO_1903046,0
GO_0000707,"meiotic DNA recombinase assembly",GO_0000730,0
GO_0000707,"meiotic DNA recombinase assembly",GO_0061982,0
GO_0000708,"meiotic strand invasion",GO_0042148,0
GO_0000708,"meiotic strand invasion",GO_0061982,0
GO_0000709,"meiotic joint molecule formation",GO_1903046,0
GO_0000710,"meiotic mismatch repair",GO_0006298,0
GO_0000710,"meiotic mismatch repair",GO_0061982,0
GO_0000711,"meiotic DNA repair synthesis",GO_0000731,0
GO_0000711,"meiotic DNA repair synthesis",GO_0061982,0
GO_0000712,"resolution of meiotic recombination intermediates",GO_0061982,0
GO_0000713,"meiotic heteroduplex formation",GO_0061982,0
GO_0000714,"meiotic strand displacement",GO_0000732,0
GO_0000714,"meiotic strand displacement",GO_0061982,0
GO_0000715,"nucleotide-excision repair, DNA damage recognition",GO_0051276,0
GO_0000716,"transcription-coupled nucleotide-excision repair, DNA damage recognition",GO_0000715,0
GO_0000717,"nucleotide-excision repair, DNA duplex unwinding",GO_0032508,0
GO_0000718,"nucleotide-excision repair, DNA damage removal",GO_0044349,0
GO_0000719,"photoreactive repair",GO_0006290,0
GO_0000720,"pyrimidine dimer repair by nucleotide-excision repair",GO_0006289,0
GO_0000720,"pyrimidine dimer repair by nucleotide-excision repair",GO_0006290,0
GO_0000722,"telomere maintenance via recombination",GO_0000723,0
GO_0000722,"telomere maintenance via recombination",GO_0006312,0
GO_0000723,"telomere maintenance",GO_0006259,0
GO_0000723,"telomere maintenance",GO_0032200,0
GO_0000724,"double-strand break repair via homologous recombination",GO_0000725,0
GO_0000724,"double-strand break repair via homologous recombination",GO_0006302,0
GO_0000725,"recombinational repair",GO_0006281,0
GO_0000725,"recombinational repair",GO_0006310,0
GO_0000727,"double-strand break repair via break-induced replication",GO_0000724,0
GO_0000729,"DNA double-strand break processing",GO_0006259,0
GO_0000730,"DNA recombinase assembly",GO_0065004,0
GO_0000730,"DNA recombinase assembly",GO_0090735,0
GO_0000731,"DNA synthesis involved in DNA repair",GO_0071897,0
GO_0000732,"strand displacement",GO_0006259,0
GO_0000735,"removal of nonhomologous ends",GO_0006259,0
GO_0000736,"double-strand break repair via single-strand annealing, removal of nonhomologous ends",GO_0000735,0
GO_0000737,"DNA catabolic process, endonucleolytic",GO_0006308,0
GO_0000737,"DNA catabolic process, endonucleolytic",GO_0090305,0
GO_0000738,"DNA catabolic process, exonucleolytic",GO_0006308,0
GO_0000738,"DNA catabolic process, exonucleolytic",GO_0090305,0
GO_0000740,"nuclear membrane fusion",GO_0071763,0
GO_0000740,"nuclear membrane fusion",GO_0090174,0
GO_0000741,"karyogamy",GO_0006997,0
GO_0000741,"karyogamy",GO_0048284,0
GO_0000742,"karyogamy involved in conjugation with cellular fusion",GO_0000741,0
GO_0000742,"karyogamy involved in conjugation with cellular fusion",GO_0022414,0
GO_0000743,"nuclear migration involved in conjugation with cellular fusion",GO_0022414,0
GO_0000743,"nuclear migration involved in conjugation with cellular fusion",GO_0030473,0
GO_0000744,"karyogamy involved in conjugation with mutual genetic exchange",GO_0000741,0
GO_0000745,"nuclear migration involved in conjugation with mutual genetic exchange",GO_0007097,0
GO_0000746,"conjugation",GO_0044764,0
GO_0000747,"conjugation with cellular fusion",GO_0000746,0
GO_0000747,"conjugation with cellular fusion",GO_0019953,0
GO_0000747,"conjugation with cellular fusion",GO_0140253,0
GO_0000748,"conjugation with mutual genetic exchange",GO_0000746,0
GO_0000749,"response to pheromone triggering conjugation with cellular fusion",GO_0071444,0
GO_0000750,"pheromone-dependent signal transduction involved in conjugation with cellular fusion",GO_0032005,0
GO_0000751,"mitotic cell cycle G1 arrest in response to pheromone",GO_0045930,0
GO_0000752,"agglutination involved in conjugation with cellular fusion",GO_0000771,0
GO_0000752,"agglutination involved in conjugation with cellular fusion",GO_0022414,0
GO_0000753,"cell morphogenesis involved in conjugation with cellular fusion",GO_0000767,0
GO_0000753,"cell morphogenesis involved in conjugation with cellular fusion",GO_0003006,0
GO_0000754,"adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion",GO_0023058,0
GO_0000755,"cytogamy",GO_0022413,0
GO_0000756,"response to pheromone regulating conjugation with mutual genetic exchange",GO_0007154,0
GO_0000756,"response to pheromone regulating conjugation with mutual genetic exchange",GO_0071444,0
GO_0000758,"agglutination involved in conjugation with mutual genetic exchange",GO_0000771,0
GO_0000760,"adaptation to pheromone regulating conjugation with mutual genetic exchange",GO_0000756,0
GO_0000760,"adaptation to pheromone regulating conjugation with mutual genetic exchange",GO_0022401,0
GO_0000760,"adaptation to pheromone regulating conjugation with mutual genetic exchange",GO_0046999,0
GO_0000761,"conjugant formation",GO_0000771,0
GO_0000762,"pheromone-induced unidirectional conjugation",GO_0009291,0
