A0A087WZI0,A0A087WZI0_HUMAN,20903,20-30,20-30 kDa
A0A087WUY4,A0A087WUY4_HUMAN,59303,50-60,50-60 kDa
A0A075B6P1,A0A075B6P1_HUMAN,9344,0-10,0-10 kDa
A0A087WVL7,A0A087WVL7_HUMAN,6777,0-10,0-10 kDa
A0A087WWE4,A0A087WWE4_HUMAN,16423,10-20,10-20 kDa
A0A087WY60,A0A087WY60_HUMAN,8162,0-10,0-10 kDa
A0A087WYJ2,A0A087WYJ2_HUMAN,121180,120-130,120-130 kDa
A0A087WYN3,A0A087WYN3_HUMAN,9054,0-10,0-10 kDa
A0A075B6K0,LV316_HUMAN,12466,10-20,10-20 kDa
A0A087WV41,A0A087WV41_HUMAN,7421,0-10,0-10 kDa
A0A087WWA0,A0A087WWA0_HUMAN,17796,10-20,10-20 kDa
A0A087WTY5,A0A087WTY5_HUMAN,22469,20-30,20-30 kDa
A0A087WUU7,A0A087WUU7_HUMAN,53297,50-60,50-60 kDa
A0A087WVT2,A0A087WVT2_HUMAN,16293,10-20,10-20 kDa
A0A087WT60,A0A087WT60_HUMAN,13824,10-20,10-20 kDa
A0A087WVH5,A0A087WVH5_HUMAN,14125,10-20,10-20 kDa
A0A087WVZ0,A0A087WVZ0_HUMAN,12417,10-20,10-20 kDa
A0A087WXG4,A0A087WXG4_HUMAN,10045,10-20,10-20 kDa
A0A087WZB5,A0A087WZB5_HUMAN,33258,30-40,30-40 kDa
A0A087WZG8,A0A087WZG8_HUMAN,48629,40-50,40-50 kDa
A0A087WU78,A0A087WU78_HUMAN,157768,150-160,150-160 kDa
A0A087WWC4,A0A087WWC4_HUMAN,160537,160-170,160-170 kDa
A0A087WWP4,A0A087WWP4_HUMAN,102135,100-110,100-110 kDa
A0A087WT18,A0A087WT18_HUMAN,24511,20-30,20-30 kDa
A0A087WT80,A0A087WT80_HUMAN,129641,120-130,120-130 kDa
A0A087WV61,A0A087WV61_HUMAN,145331,140-150,140-150 kDa
A0A087WW73,A0A087WW73_HUMAN,124777,120-130,120-130 kDa
A0A087WX07,A0A087WX07_HUMAN,8923,0-10,0-10 kDa
A0A087WXI6,A0A087WXI6_HUMAN,8150,0-10,0-10 kDa
A0A087WXX1,A0A087WXX1_HUMAN,15517,10-20,10-20 kDa
A0A0J9YXG4,A0A0J9YXG4_HUMAN,41934,40-50,40-50 kDa
A0A044PY82,A0A044PY82_HUMAN,39005,30-40,30-40 kDa
A0A087WTS8,A0A087WTS8_HUMAN,52600,50-60,50-60 kDa
A0A087WU08,A0A087WU08_HUMAN,31408,30-40,30-40 kDa
A0A087WWQ3,A0A087WWQ3_HUMAN,4751,0-10,0-10 kDa
A0A087WXG6,A0A087WXG6_HUMAN,6899,0-10,0-10 kDa
A0A087WXR4,A0A087WXR4_HUMAN,71213,70-80,70-80 kDa
A0A087WYC1,A0A087WYC1_HUMAN,78606,70-80,70-80 kDa
A0A0J9YWV3,A0A0J9YWV3_HUMAN,4296,0-10,0-10 kDa
A0A087WY14,A0A087WY14_HUMAN,2792,0-10,0-10 kDa
A0A087WY71,A0A087WY71_HUMAN,49527,40-50,40-50 kDa
A0A087WYL8,A0A087WYL8_HUMAN,3423,0-10,0-10 kDa
A0A087WYR8,A0A087WYR8_HUMAN,152248,150-160,150-160 kDa
A0A087WXV5,A0A087WXV5_HUMAN,47225,40-50,40-50 kDa
A0A087WUM3,A0A087WUM3_HUMAN,15071,10-20,10-20 kDa
A0A087WY27,A0A087WY27_HUMAN,9150,0-10,0-10 kDa
A0A087WZ16,A0A087WZ16_HUMAN,63352,60-70,60-70 kDa
A0A087WXD9,A0A087WXD9_HUMAN,87270,80-90,80-90 kDa
A0A087WVM1,A0A087WVM1_HUMAN,21393,20-30,20-30 kDa
A0A087WYF9,A0A087WYF9_HUMAN,31395,30-40,30-40 kDa
A0A087WZE0,A0A087WZE0_HUMAN,23516,20-30,20-30 kDa
A0A0J9YXB8,A0A0J9YXB8_HUMAN,18856,10-20,10-20 kDa
A0A087WUG6,A0A087WUG6_HUMAN,14994,10-20,10-20 kDa
A0A087WUV9,A0A087WUV9_HUMAN,76920,70-80,70-80 kDa
A0A087WV53,SPEGN_HUMAN,26075,20-30,20-30 kDa
A0A087WYU2,A0A087WYU2_HUMAN,20429,20-30,20-30 kDa
A0A0J9YW54,A0A0J9YW54_HUMAN,96404,90-100,90-100 kDa
A0A087WY85,A0A087WY85_HUMAN,16817,10-20,10-20 kDa
A0A0G2JMB4,A0A0G2JMB4_HUMAN,20080,20-30,20-30 kDa
A0A0J9YYJ3,A0A0J9YYJ3_HUMAN,39473,30-40,30-40 kDa
A0A087WTC3,A0A087WTC3_HUMAN,9340,0-10,0-10 kDa
A0A087WWI3,A0A087WWI3_HUMAN,43749,40-50,40-50 kDa
A0A087WY77,A0A087WY77_HUMAN,6894,0-10,0-10 kDa
A0A087WZ84,A0A087WZ84_HUMAN,73970,70-80,70-80 kDa
A0A087WTJ0,A0A087WTJ0_HUMAN,33299,30-40,30-40 kDa
A0A087WU73,A0A087WU73_HUMAN,93701,90-100,90-100 kDa
A0A087WW06,A0A087WW06_HUMAN,256868,250-260,250-260 kDa
A0A087WYJ5,A0A087WYJ5_HUMAN,54719,50-60,50-60 kDa
A0A024RA52,A0A024RA52_HUMAN,25899,20-30,20-30 kDa
A0A087WTQ2,A0A087WTQ2_HUMAN,29109,20-30,20-30 kDa
A0A075B773,A0A075B773_HUMAN,40554,40-50,40-50 kDa
A0A087WT09,A0A087WT09_HUMAN,47656,40-50,40-50 kDa
A0A087WUN8,A0A087WUN8_HUMAN,42844,40-50,40-50 kDa
A0A087WW40,A0A087WW40_HUMAN,44260,40-50,40-50 kDa
A0A087WW74,A0A087WW74_HUMAN,71400,70-80,70-80 kDa
A0A087WWY9,A0A087WWY9_HUMAN,100564,100-110,100-110 kDa
A0A087WXL2,A0A087WXL2_HUMAN,24797,20-30,20-30 kDa
A0A087WY68,A0A087WY68_HUMAN,106628,100-110,100-110 kDa
A0A087WYL6,A0A087WYL6_HUMAN,116531,110-120,110-120 kDa
A0A087WZG6,A0A087WZG6_HUMAN,112828,110-120,110-120 kDa
A0A087WUH9,A0A087WUH9_HUMAN,76651,70-80,70-80 kDa
A0A087WUJ3,A0A087WUJ3_HUMAN,23594,20-30,20-30 kDa
A0A087WY03,A0A087WY03_HUMAN,10713,10-20,10-20 kDa
A0A075B7G6,A0A075B7G6_HUMAN,65478,60-70,60-70 kDa
A0A087WWV5,A0A087WWV5_HUMAN,11790,10-20,10-20 kDa
A0A087WTE4,A0A087WTE4_HUMAN,83743,80-90,80-90 kDa
A0A087WTF6,A0A087WTF6_HUMAN,93330,90-100,90-100 kDa
A0A087WTI6,A0A087WTI6_HUMAN,74585,70-80,70-80 kDa
A0A087WV75,A0A087WV75_HUMAN,97314,90-100,90-100 kDa
A0A087WVD0,A0A087WVD0_HUMAN,14856,10-20,10-20 kDa
A0A087WVU1,A0A087WVU1_HUMAN,33003,30-40,30-40 kDa
A0A087WWD4,A0A087WWD4_HUMAN,97345,90-100,90-100 kDa
A0A087WX77,A0A087WX77_HUMAN,94543,90-100,90-100 kDa
A0A087WTG8,A0A087WTG8_HUMAN,20598,20-30,20-30 kDa
A0A087WXE2,A0A087WXE2_HUMAN,18837,10-20,10-20 kDa
A0A087WWV0,A0A087WWV0_HUMAN,72676,70-80,70-80 kDa
A0A087WY99,A0A087WY99_HUMAN,28142,20-30,20-30 kDa
A0A087WUH4,A0A087WUH4_HUMAN,19507,10-20,10-20 kDa
A0A087WUX6,A0A087WUX6_HUMAN,14946,10-20,10-20 kDa
A0A087WV51,A0A087WV51_HUMAN,7368,0-10,0-10 kDa
A0A087WV55,A0A087WV55_HUMAN,28196,20-30,20-30 kDa
A0A087WVX5,A0A087WVX5_HUMAN,65636,60-70,60-70 kDa
A0A087WWJ0,A0A087WWJ0_HUMAN,40399,40-50,40-50 kDa
A0A087WX59,A0A087WX59_HUMAN,37505,30-40,30-40 kDa
A0A087WX62,A0A087WX62_HUMAN,56035,50-60,50-60 kDa
A0A087WX23,A0A087WX23_HUMAN,88210,80-90,80-90 kDa
A0A087WXK2,A0A087WXK2_HUMAN,80102,80-90,80-90 kDa
A0A087WYG4,A0A087WYG4_HUMAN,148963,140-150,140-150 kDa
A0A087WYK1,A0A087WYK1_HUMAN,47685,40-50,40-50 kDa
A0A087WYS2,A0A087WYS2_HUMAN,3834,0-10,0-10 kDa
A0A0J9YWW6,A0A0J9YWW6_HUMAN,9988,0-10,0-10 kDa
A0A0J9YXT7,A0A0J9YXT7_HUMAN,5202,0-10,0-10 kDa
A0A087WU33,A0A087WU33_HUMAN,51189,50-60,50-60 kDa
A0A087WVR2,A0A087WVR2_HUMAN,10296,10-20,10-20 kDa
A0A087WWV6,A0A087WWV6_HUMAN,54251,50-60,50-60 kDa
A0A087WXI4,A0A087WXI4_HUMAN,17906,10-20,10-20 kDa
A0A087WYB4,A0A087WYB4_HUMAN,33409,30-40,30-40 kDa
A0A087WZ28,A0A087WZ28_HUMAN,13932,10-20,10-20 kDa
A0A087WZ41,A0A087WZ41_HUMAN,16383,10-20,10-20 kDa
A0A0J9YWY6,A0A0J9YWY6_HUMAN,108362,100-110,100-110 kDa
A0A087WUY2,A0A087WUY2_HUMAN,22358,20-30,20-30 kDa
A0A087WWJ8,A0A087WWJ8_HUMAN,20190,20-30,20-30 kDa
A0A087WVN8,A0A087WVN8_HUMAN,17438,10-20,10-20 kDa
A0A087WYT4,A0A087WYT4_HUMAN,7388,0-10,0-10 kDa
A0A087WTD6,A0A087WTD6_HUMAN,11525,10-20,10-20 kDa
A0A087WTL7,A0A087WTL7_HUMAN,33714,30-40,30-40 kDa
A0A0J9YWD6,A0A0J9YWD6_HUMAN,17755,10-20,10-20 kDa
A0A0J9YX80,A0A0J9YX80_HUMAN,16207,10-20,10-20 kDa
A0A0J9YXA4,A0A0J9YXA4_HUMAN,15839,10-20,10-20 kDa
A0A075B6Q6,A0A075B6Q6_HUMAN,23686,20-30,20-30 kDa
A0A075B6R4,A0A075B6R4_HUMAN,28279,20-30,20-30 kDa
A0A087WT27,A0A087WT27_HUMAN,46614,40-50,40-50 kDa
A0A087WT42,A0A087WT42_HUMAN,34366,30-40,30-40 kDa
A0A087WW05,A0A087WW05_HUMAN,5093,0-10,0-10 kDa
A0A087WW51,A0A087WW51_HUMAN,22556,20-30,20-30 kDa
A0A075B795,A0A075B795_HUMAN,19449,10-20,10-20 kDa
A0A087WT15,A0A087WT15_HUMAN,6878,0-10,0-10 kDa
A0A087WTT9,A0A087WTT9_HUMAN,18870,10-20,10-20 kDa
A0A087WVG5,A0A087WVG5_HUMAN,4784,0-10,0-10 kDa
A0A087WVQ0,A0A087WVQ0_HUMAN,4910,0-10,0-10 kDa
A0A087WX01,A0A087WX01_HUMAN,5527,0-10,0-10 kDa
A0A087WX43,A0A087WX43_HUMAN,14773,10-20,10-20 kDa
A0A087WYX8,A0A087WYX8_HUMAN,139962,130-140,130-140 kDa
A0A075B6R5,A0A075B6R5_HUMAN,24202,20-30,20-30 kDa
A0A087WX44,A0A087WX44_HUMAN,32024,30-40,30-40 kDa
A0A087WZ43,A0A087WZ43_HUMAN,35692,30-40,30-40 kDa
A0A075B6H4,A0A075B6H4_HUMAN,88773,80-90,80-90 kDa
A0A087WTA9,A0A087WTA9_HUMAN,14157,10-20,10-20 kDa
A0A087WU11,A0A087WU11_HUMAN,8760,0-10,0-10 kDa
A0A087WU66,A0A087WU66_HUMAN,7966,0-10,0-10 kDa
A0A087WWG3,A0A087WWG3_HUMAN,38697,30-40,30-40 kDa
A0A087WYD2,A0A087WYD2_HUMAN,19670,10-20,10-20 kDa
A0A087WVE8,A0A087WVE8_HUMAN,6872,0-10,0-10 kDa
A0A087WWB2,A0A087WWB2_HUMAN,19894,10-20,10-20 kDa
A0A087WWQ5,A0A087WWQ5_HUMAN,42736,40-50,40-50 kDa
A0A087WTN6,A0A087WTN6_HUMAN,32725,30-40,30-40 kDa
A0A087WTS9,A0A087WTS9_HUMAN,4400,0-10,0-10 kDa
A0A087WXR0,A0A087WXR0_HUMAN,20290,20-30,20-30 kDa
A0A087WYP9,A0A087WYP9_HUMAN,35566,30-40,30-40 kDa
A0A087WTZ3,A0A087WTZ3_HUMAN,14125,10-20,10-20 kDa
A0A087WUS8,A0A087WUS8_HUMAN,15081,10-20,10-20 kDa
A0A087WVC0,A0A087WVC0_HUMAN,18413,10-20,10-20 kDa
A0A087WX16,A0A087WX16_HUMAN,11359,10-20,10-20 kDa
A0A087WXR6,A0A087WXR6_HUMAN,15595,10-20,10-20 kDa
A0A087WYQ3,A0A087WYQ3_HUMAN,26686,20-30,20-30 kDa
A0A087WZL3,A0A087WZL3_HUMAN,135047,130-140,130-140 kDa
A0A0J9YWM6,A0A0J9YWM6_HUMAN,4644,0-10,0-10 kDa
A0A087WW59,A0A087WW59_HUMAN,13773,10-20,10-20 kDa
A0A087WWN1,A0A087WWN1_HUMAN,2779,0-10,0-10 kDa
A0A087WT48,A0A087WT48_HUMAN,14688,10-20,10-20 kDa
A0A087WU31,A0A087WU31_HUMAN,87948,80-90,80-90 kDa
A0A087WTS0,A0A087WTS0_HUMAN,21804,20-30,20-30 kDa
A0A087WUE4,A0A087WUE4_HUMAN,95545,90-100,90-100 kDa
A0A087WWT7,A0A087WWT7_HUMAN,4668,0-10,0-10 kDa
A0A087WUE6,A0A087WUE6_HUMAN,170695,170-180,170-180 kDa
A0A087WWY2,A0A087WWY2_HUMAN,26181,20-30,20-30 kDa
A0A087WX61,A0A087WX61_HUMAN,16625,10-20,10-20 kDa
A0A087WT00,A0A087WT00_HUMAN,21851,20-30,20-30 kDa
A0A087WUV8,A0A087WUV8_HUMAN,20542,20-30,20-30 kDa
H7C0V9,H7C0V9_HUMAN,55093,50-60,50-60 kDa
A0A087WUT8,A0A087WUT8_HUMAN,50190,50-60,50-60 kDa
A0A087WUW0,A0A087WUW0_HUMAN,19287,10-20,10-20 kDa
A0A087WV86,A0A087WV86_HUMAN,69126,60-70,60-70 kDa
A0A087WVC9,A0A087WVC9_HUMAN,5916,0-10,0-10 kDa
A0A087WVE2,A0A087WVE2_HUMAN,39182,30-40,30-40 kDa
A0A0J9YW18,A0A0J9YW18_HUMAN,26135,20-30,20-30 kDa
A0A0J9YW02,A0A0J9YW02_HUMAN,16793,10-20,10-20 kDa
A0A0J9YX34,A0A0J9YX34_HUMAN,74979,70-80,70-80 kDa
A0A024QYW1,A0A024QYW1_HUMAN,17917,10-20,10-20 kDa
A0A087WTY7,A0A087WTY7_HUMAN,53533,50-60,50-60 kDa
A0A087WV34,A0A087WV34_HUMAN,34576,30-40,30-40 kDa
A0A087WWR5,A0A087WWR5_HUMAN,18102,10-20,10-20 kDa
A0A087WXX3,A0A087WXX3_HUMAN,15835,10-20,10-20 kDa
A0A087WSZ8,A0A087WSZ8_HUMAN,6383,0-10,0-10 kDa
A0A087WWJ2,A0A087WWJ2_HUMAN,9437,0-10,0-10 kDa
A0A0J9YXK4,A0A0J9YXK4_HUMAN,13799,10-20,10-20 kDa
H0Y4R8,H0Y4R8_HUMAN,30730,30-40,30-40 kDa
A0A087WT35,A0A087WT35_HUMAN,8454,0-10,0-10 kDa
A0A087WWP8,A0A087WWP8_HUMAN,84976,80-90,80-90 kDa
A0A075B7A1,A0A075B7A1_HUMAN,37477,30-40,30-40 kDa
A0A087WTZ8,A0A087WTZ8_HUMAN,17597,10-20,10-20 kDa
A0A087WUE9,A0A087WUE9_HUMAN,117438,110-120,110-120 kDa
A0A087WZ54,A0A087WZ54_HUMAN,18420,10-20,10-20 kDa
A0A087WV04,A0A087WV04_HUMAN,77422,70-80,70-80 kDa
A0A087WZH4,A0A087WZH4_HUMAN,38913,30-40,30-40 kDa
H3BR01,H3BR01_HUMAN,27328,20-30,20-30 kDa
A0A024RA28,A0A024RA28_HUMAN,31163,30-40,30-40 kDa
A0A087WT90,A0A087WT90_HUMAN,19083,10-20,10-20 kDa
A0A087WY09,A0A087WY09_HUMAN,45622,40-50,40-50 kDa
A0A087WTU2,A0A087WTU2_HUMAN,6161,0-10,0-10 kDa
A0A087WUC5,A0A087WUC5_HUMAN,8496,0-10,0-10 kDa
A0A087WV50,A0A087WV50_HUMAN,20495,20-30,20-30 kDa
A0A087WW48,A0A087WW48_HUMAN,35330,30-40,30-40 kDa
A0A087WWM5,A0A087WWM5_HUMAN,136667,130-140,130-140 kDa
A0A087WYV5,A0A087WYV5_HUMAN,159980,150-160,150-160 kDa
A0A087WTC6,A0A087WTC6_HUMAN,13844,10-20,10-20 kDa
A0A087WWA3,A0A087WWA3_HUMAN,202010,200-210,200-210 kDa
A0A087WZD9,A0A087WZD9_HUMAN,2769,0-10,0-10 kDa
A0A024R772,A0A024R772_HUMAN,7047,0-10,0-10 kDa
A0A087WU53,A0A087WU53_HUMAN,41532,40-50,40-50 kDa
A0A087WWJ1,A0A087WWJ1_HUMAN,121116,120-130,120-130 kDa
A0A087WXR5,A0A087WXR5_HUMAN,8839,0-10,0-10 kDa
A0A087WYG6,A0A087WYG6_HUMAN,9368,0-10,0-10 kDa
A0A087WYT6,A0A087WYT6_HUMAN,36613,30-40,30-40 kDa
A0A087WXG5,A0A087WXG5_HUMAN,24096,20-30,20-30 kDa
A0A087WXT1,A0A087WXT1_HUMAN,4909,0-10,0-10 kDa
A0A087WZK8,A0A087WZK8_HUMAN,19070,10-20,10-20 kDa
A0A0J9YWK2,A0A0J9YWK2_HUMAN,50077,50-60,50-60 kDa
A0A0J9YWM9,A0A0J9YWM9_HUMAN,57328,50-60,50-60 kDa
A0A0J9YX18,A0A0J9YX18_HUMAN,7605,0-10,0-10 kDa
A0A0J9YXV4,A0A0J9YXV4_HUMAN,44557,40-50,40-50 kDa
A0A087WTW9,A0A087WTW9_HUMAN,52777,50-60,50-60 kDa
A0A087WWF3,A0A087WWF3_HUMAN,23143,20-30,20-30 kDa
A0A087WXC6,A0A087WXC6_HUMAN,11129,10-20,10-20 kDa
A0A087WYD6,A0A087WYD6_HUMAN,77597,70-80,70-80 kDa
A0A087WYF7,A0A087WYF7_HUMAN,29205,20-30,20-30 kDa
A0A024RBG1,NUD4B_HUMAN,20434,20-30,20-30 kDa
A0A087WUC6,A0A087WUC6_HUMAN,25090,20-30,20-30 kDa
A0A087WX02,A0A087WX02_HUMAN,9298,0-10,0-10 kDa
A0A087WZ13,A0A087WZ13_HUMAN,77844,70-80,70-80 kDa
A0A087WVN5,A0A087WVN5_HUMAN,9277,0-10,0-10 kDa
A0A087WVZ9,A0A087WVZ9_HUMAN,21460,20-30,20-30 kDa
A0A075B763,A0A075B763_HUMAN,39071,30-40,30-40 kDa
A0A087WTJ7,A0A087WTJ7_HUMAN,12095,10-20,10-20 kDa
A0A087WVN2,A0A087WVN2_HUMAN,22240,20-30,20-30 kDa
A0A087WZD8,A0A087WZD8_HUMAN,63874,60-70,60-70 kDa
A0A087WTJ9,A0A087WTJ9_HUMAN,124070,120-130,120-130 kDa
A0A087WWI1,A0A087WWI1_HUMAN,26272,20-30,20-30 kDa
A0A087WWQ6,A0A087WWQ6_HUMAN,22846,20-30,20-30 kDa
A0A087WZM2,A0A087WZM2_HUMAN,34926,30-40,30-40 kDa
A0A024R7P0,A0A024R7P0_HUMAN,25580,20-30,20-30 kDa
A0A087WTF2,A0A087WTF2_HUMAN,10910,10-20,10-20 kDa
A0A087WVT6,A0A087WVT6_HUMAN,37772,30-40,30-40 kDa
A0A087WTQ6,A0A087WTQ6_HUMAN,242099,240-250,240-250 kDa
A0A087WTZ7,A0A087WTZ7_HUMAN,21964,20-30,20-30 kDa
A0A087WV88,A0A087WV88_HUMAN,17371,10-20,10-20 kDa
A0A087WVW8,A0A087WVW8_HUMAN,10275,10-20,10-20 kDa
A0A087WWS5,A0A087WWS5_HUMAN,24597,20-30,20-30 kDa
A0A087WXY7,A0A087WXY7_HUMAN,25880,20-30,20-30 kDa
A0A087WZL0,A0A087WZL0_HUMAN,73105,70-80,70-80 kDa
A0A087WTR2,A0A087WTR2_HUMAN,10389,10-20,10-20 kDa
A0A087WWQ2,A0A087WWQ2_HUMAN,24458,20-30,20-30 kDa
A0A087WTA6,A0A087WTA6_HUMAN,4312,0-10,0-10 kDa
A0A087WWE0,A0A087WWE0_HUMAN,2604,0-10,0-10 kDa
A0A087WWT1,A0A087WWT1_HUMAN,22742,20-30,20-30 kDa
A0A087WX24,A0A087WX24_HUMAN,90193,90-100,90-100 kDa
A0A087WXB3,A0A087WXB3_HUMAN,59206,50-60,50-60 kDa
A0A087WXX8,A0A087WXX8_HUMAN,14143,10-20,10-20 kDa
A0A087WYU3,A0A087WYU3_HUMAN,70437,70-80,70-80 kDa
A0A087WYW1,A0A087WYW1_HUMAN,72779,70-80,70-80 kDa
A0A087WTV2,A0A087WTV2_HUMAN,19876,10-20,10-20 kDa
A0A087WW36,A0A087WW36_HUMAN,16314,10-20,10-20 kDa
A0A087WWB7,A0A087WWB7_HUMAN,8764,0-10,0-10 kDa
A0A087WWB9,A0A087WWB9_HUMAN,13584,10-20,10-20 kDa
A0A087WXD8,A0A087WXD8_HUMAN,30495,30-40,30-40 kDa
A0A087WYT5,A0A087WYT5_HUMAN,12505,10-20,10-20 kDa
A0A075B716,A0A075B716_HUMAN,21643,20-30,20-30 kDa
A0A087WTK8,A0A087WTK8_HUMAN,25707,20-30,20-30 kDa
A0A087WU07,A0A087WU07_HUMAN,7036,0-10,0-10 kDa
A0A087WWY4,A0A087WWY4_HUMAN,20788,20-30,20-30 kDa
A0A087WXA3,A0A087WXA3_HUMAN,71594,70-80,70-80 kDa
A0A087WY02,A0A087WY02_HUMAN,34597,30-40,30-40 kDa
A0A075B6S9,KV137_HUMAN,12688,10-20,10-20 kDa
A0A087WSV6,A0A087WSV6_HUMAN,71047,70-80,70-80 kDa
A0A087WSX8,A0A087WSX8_HUMAN,70918,70-80,70-80 kDa
A0A087WYJ0,A0A087WYJ0_HUMAN,82809,80-90,80-90 kDa
A0A087WYJ6,A0A087WYJ6_HUMAN,93415,90-100,90-100 kDa
A0A087WZK4,A0A087WZK4_HUMAN,13405,10-20,10-20 kDa
A0A0J9YYG0,A0A0J9YYG0_HUMAN,21312,20-30,20-30 kDa
A0A075B6I3,LVK55_HUMAN,13202,10-20,10-20 kDa
A0A075B6J6,LV322_HUMAN,12549,10-20,10-20 kDa
A0A075B794,A0A075B794_HUMAN,12238,10-20,10-20 kDa
A0A075B798,A0A075B798_HUMAN,10261,10-20,10-20 kDa
A0A075B7A9,A0A075B7A9_HUMAN,21355,20-30,20-30 kDa
A0A087WW46,A0A087WW46_HUMAN,122108,120-130,120-130 kDa
A0A087WXF8,A0A087WXF8_HUMAN,29575,20-30,20-30 kDa
A0A087WXU5,A0A087WXU5_HUMAN,16523,10-20,10-20 kDa
A0A087WYF0,A0A087WYF0_HUMAN,18290,10-20,10-20 kDa
